facility_name,latitude,longitude,observed_datetime,hour_of_day,day_of_week,is_weekend,is_holiday,capacity,base_rate_kes,traffic_delay_index,occupied_bays,occupancy_rate,is_available
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-01 17:00:00,17,5,1,0,50,50,1.0,24,0.4744,1
Student parking,-1.274479,36.805643,2026-08-01 17:00:00,17,5,1,0,50,100,1.0,18,0.3616,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-01 17:00:00,17,5,1,0,50,100,1.0,22,0.4373,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-01 17:00:00,17,5,1,0,50,100,1.0,21,0.4236,1
Unnamed Parking,-1.259848,36.8644681,2026-08-01 17:00:00,17,5,1,0,50,100,1.19,18,0.3679,1
Travel House Parking,-1.2861727,36.8214386,2026-08-01 17:00:00,17,5,1,0,50,100,1.18,30,0.5915,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-01 17:00:00,17,5,1,0,50,100,1.0,24,0.4707,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-01 17:00:00,17,5,1,0,50,100,1.0,13,0.258,1
Parking B,-1.2806414,36.8128716,2026-08-01 17:00:00,17,5,1,0,50,100,1.0,22,0.4349,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-01 17:00:00,17,5,1,0,50,100,1.0,18,0.3671,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-01 17:00:00,17,5,1,0,50,100,1.0,24,0.4882,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,18,0.3566,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,21,0.4108,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,23,0.4604,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,24,0.4893,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,16,0.324,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-01 18:00:00,18,5,1,0,50,300,1.15,20,0.3932,1
Unnamed Parking,-1.25013,36.8202579,2026-08-01 18:00:00,18,5,1,0,50,100,1.16,19,0.382,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,18,0.3677,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-01 18:00:00,18,5,1,0,50,200,1.0,28,0.5612,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-01 18:00:00,18,5,1,0,50,50,1.0,23,0.4524,1
Student parking,-1.274479,36.805643,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,16,0.3191,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,25,0.4934,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,29,0.5898,1
Unnamed Parking,-1.259848,36.8644681,2026-08-01 18:00:00,18,5,1,0,50,100,1.19,25,0.5026,1
Travel House Parking,-1.2861727,36.8214386,2026-08-01 18:00:00,18,5,1,0,50,100,1.18,15,0.2985,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,19,0.3813,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,26,0.5214,1
Parking B,-1.2806414,36.8128716,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,18,0.3634,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,23,0.4555,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-01 18:00:00,18,5,1,0,50,100,1.0,24,0.482,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,8,0.1658,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,12,0.2352,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,5,0.1,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,8,0.158,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,11,0.2198,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-01 19:00:00,19,5,1,0,50,300,1.15,7,0.1402,1
Unnamed Parking,-1.25013,36.8202579,2026-08-01 19:00:00,19,5,1,0,50,100,1.16,19,0.3706,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,6,0.1256,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-01 19:00:00,19,5,1,0,50,200,1.0,10,0.2048,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-01 19:00:00,19,5,1,0,50,50,1.0,13,0.2505,1
Student parking,-1.274479,36.805643,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,18,0.3553,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,6,0.1251,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,17,0.3331,1
Unnamed Parking,-1.259848,36.8644681,2026-08-01 19:00:00,19,5,1,0,50,100,1.19,12,0.2408,1
Travel House Parking,-1.2861727,36.8214386,2026-08-01 19:00:00,19,5,1,0,50,100,1.18,8,0.1615,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,14,0.277,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,13,0.2559,1
Parking B,-1.2806414,36.8128716,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,10,0.192,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,12,0.2456,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-01 19:00:00,19,5,1,0,50,100,1.0,10,0.2092,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,12,0.2491,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,15,0.293,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,18,0.3669,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,7,0.141,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,21,0.4106,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-01 20:00:00,20,5,1,0,50,300,1.15,5,0.1,1
Unnamed Parking,-1.25013,36.8202579,2026-08-01 20:00:00,20,5,1,0,50,100,1.16,11,0.2279,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,14,0.2871,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-01 20:00:00,20,5,1,0,50,200,1.0,13,0.2625,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-01 20:00:00,20,5,1,0,50,50,1.0,10,0.1902,1
Student parking,-1.274479,36.805643,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,11,0.2234,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,10,0.2006,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,10,0.1929,1
Unnamed Parking,-1.259848,36.8644681,2026-08-01 20:00:00,20,5,1,0,50,100,1.19,15,0.308,1
Travel House Parking,-1.2861727,36.8214386,2026-08-01 20:00:00,20,5,1,0,50,100,1.18,13,0.2686,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,9,0.1846,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,16,0.312,1
Parking B,-1.2806414,36.8128716,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,13,0.2646,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,15,0.305,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-01 20:00:00,20,5,1,0,50,100,1.0,15,0.2904,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,9,0.1737,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,10,0.1952,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,15,0.2998,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,14,0.2888,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,12,0.2383,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-01 21:00:00,21,5,1,0,50,300,1.15,12,0.2494,1
Unnamed Parking,-1.25013,36.8202579,2026-08-01 21:00:00,21,5,1,0,50,100,1.16,17,0.3422,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,10,0.1927,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-01 21:00:00,21,5,1,0,50,200,1.0,14,0.2838,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-01 21:00:00,21,5,1,0,50,50,1.0,11,0.2238,1
Student parking,-1.274479,36.805643,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,11,0.2226,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,16,0.3279,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,15,0.306,1
Unnamed Parking,-1.259848,36.8644681,2026-08-01 21:00:00,21,5,1,0,50,100,1.19,15,0.3051,1
Travel House Parking,-1.2861727,36.8214386,2026-08-01 21:00:00,21,5,1,0,50,100,1.18,17,0.3444,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,12,0.2417,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,15,0.2946,1
Parking B,-1.2806414,36.8128716,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,11,0.2152,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,13,0.2659,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-01 21:00:00,21,5,1,0,50,100,1.0,11,0.2296,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,12,0.2478,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,14,0.2876,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,9,0.1745,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,20,0.4074,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,8,0.1595,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-01 22:00:00,22,5,1,0,50,300,1.15,7,0.1429,1
Unnamed Parking,-1.25013,36.8202579,2026-08-01 22:00:00,22,5,1,0,50,100,1.16,17,0.3326,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,15,0.3033,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-01 22:00:00,22,5,1,0,50,200,1.0,14,0.2899,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-01 22:00:00,22,5,1,0,50,50,1.0,15,0.2903,1
Student parking,-1.274479,36.805643,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,12,0.239,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,8,0.1682,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,12,0.2461,1
Unnamed Parking,-1.259848,36.8644681,2026-08-01 22:00:00,22,5,1,0,50,100,1.19,9,0.1858,1
Travel House Parking,-1.2861727,36.8214386,2026-08-01 22:00:00,22,5,1,0,50,100,1.18,16,0.318,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,11,0.2282,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,9,0.174,1
Parking B,-1.2806414,36.8128716,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,11,0.2143,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,14,0.273,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-01 22:00:00,22,5,1,0,50,100,1.0,10,0.1949,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,9,0.1742,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,13,0.2595,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,13,0.2596,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,10,0.1994,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,10,0.2023,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-02 06:00:00,6,6,1,0,50,300,1.15,13,0.2586,1
Unnamed Parking,-1.25013,36.8202579,2026-08-02 06:00:00,6,6,1,0,50,100,1.16,6,0.1242,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,6,0.1274,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-02 06:00:00,6,6,1,0,50,200,1.0,9,0.1825,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-02 06:00:00,6,6,1,0,50,50,1.0,11,0.2229,1
Student parking,-1.274479,36.805643,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,13,0.2649,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,18,0.358,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,15,0.3086,1
Unnamed Parking,-1.259848,36.8644681,2026-08-02 06:00:00,6,6,1,0,50,100,1.19,11,0.2272,1
Travel House Parking,-1.2861727,36.8214386,2026-08-02 06:00:00,6,6,1,0,50,100,1.18,12,0.2385,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,8,0.1598,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,12,0.2385,1
Parking B,-1.2806414,36.8128716,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,11,0.2169,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,13,0.2658,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-02 06:00:00,6,6,1,0,50,100,1.0,9,0.1738,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,14,0.2815,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,18,0.3626,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,12,0.2313,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,14,0.2721,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,15,0.2952,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-02 07:00:00,7,6,1,0,50,300,1.15,10,0.2079,1
Unnamed Parking,-1.25013,36.8202579,2026-08-02 07:00:00,7,6,1,0,50,100,1.16,13,0.2579,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,12,0.241,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-02 07:00:00,7,6,1,0,50,200,1.0,12,0.2478,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-02 07:00:00,7,6,1,0,50,50,1.0,9,0.1782,1
Student parking,-1.274479,36.805643,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,12,0.242,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,14,0.2798,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,18,0.3561,1
Unnamed Parking,-1.259848,36.8644681,2026-08-02 07:00:00,7,6,1,0,50,100,1.19,16,0.3167,1
Travel House Parking,-1.2861727,36.8214386,2026-08-02 07:00:00,7,6,1,0,50,100,1.18,21,0.4123,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,9,0.1786,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,15,0.3098,1
Parking B,-1.2806414,36.8128716,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,13,0.2547,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,21,0.4152,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-02 07:00:00,7,6,1,0,50,100,1.0,9,0.1753,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,22,0.4428,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,23,0.462,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,17,0.3401,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,23,0.4679,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,22,0.4493,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-02 08:00:00,8,6,1,0,50,300,1.15,26,0.522,1
Unnamed Parking,-1.25013,36.8202579,2026-08-02 08:00:00,8,6,1,0,50,100,1.16,27,0.5373,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,33,0.6601,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-02 08:00:00,8,6,1,0,50,200,1.0,29,0.586,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-02 08:00:00,8,6,1,0,50,50,1.0,23,0.4638,1
Student parking,-1.274479,36.805643,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,22,0.4381,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,27,0.5494,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,20,0.4044,1
Unnamed Parking,-1.259848,36.8644681,2026-08-02 08:00:00,8,6,1,0,50,100,1.19,33,0.6565,1
Travel House Parking,-1.2861727,36.8214386,2026-08-02 08:00:00,8,6,1,0,50,100,1.18,30,0.6044,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,24,0.4725,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,19,0.3729,1
Parking B,-1.2806414,36.8128716,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,31,0.6183,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,25,0.5008,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-02 08:00:00,8,6,1,0,50,100,1.0,30,0.609,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,19,0.3824,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,23,0.462,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,26,0.5104,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,26,0.5138,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,24,0.474,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-02 09:00:00,9,6,1,0,50,300,1.15,28,0.5598,1
Unnamed Parking,-1.25013,36.8202579,2026-08-02 09:00:00,9,6,1,0,50,100,1.16,21,0.4246,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,25,0.4986,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-02 09:00:00,9,6,1,0,50,200,1.0,26,0.5196,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-02 09:00:00,9,6,1,0,50,50,1.0,28,0.5512,1
Student parking,-1.274479,36.805643,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,28,0.5669,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,21,0.42,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,19,0.3873,1
Unnamed Parking,-1.259848,36.8644681,2026-08-02 09:00:00,9,6,1,0,50,100,1.19,31,0.6122,1
Travel House Parking,-1.2861727,36.8214386,2026-08-02 09:00:00,9,6,1,0,50,100,1.18,27,0.5366,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,23,0.4501,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,32,0.6341,1
Parking B,-1.2806414,36.8128716,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,26,0.5193,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,30,0.6043,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-02 09:00:00,9,6,1,0,50,100,1.0,26,0.5154,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,34,0.6749,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,33,0.6504,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,25,0.4901,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,29,0.5877,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,28,0.5616,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-02 10:00:00,10,6,1,0,50,300,1.15,31,0.6195,1
Unnamed Parking,-1.25013,36.8202579,2026-08-02 10:00:00,10,6,1,0,50,100,1.16,22,0.4328,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,28,0.5649,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-02 10:00:00,10,6,1,0,50,200,1.0,30,0.5947,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-02 10:00:00,10,6,1,0,50,50,1.0,18,0.3693,1
Student parking,-1.274479,36.805643,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,21,0.4153,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,17,0.3469,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,24,0.4884,1
Unnamed Parking,-1.259848,36.8644681,2026-08-02 10:00:00,10,6,1,0,50,100,1.19,28,0.5674,1
Travel House Parking,-1.2861727,36.8214386,2026-08-02 10:00:00,10,6,1,0,50,100,1.18,32,0.6302,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,26,0.5159,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,32,0.6403,1
Parking B,-1.2806414,36.8128716,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,20,0.3996,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,19,0.3737,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-02 10:00:00,10,6,1,0,50,100,1.0,25,0.5056,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,27,0.5407,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,25,0.5074,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,17,0.3446,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,25,0.5029,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,20,0.4056,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-02 11:00:00,11,6,1,0,50,300,1.15,28,0.5636,1
Unnamed Parking,-1.25013,36.8202579,2026-08-02 11:00:00,11,6,1,0,50,100,1.16,27,0.5393,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,22,0.4348,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-02 11:00:00,11,6,1,0,50,200,1.0,23,0.4689,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-02 11:00:00,11,6,1,0,50,50,1.0,21,0.4253,1
Student parking,-1.274479,36.805643,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,25,0.505,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,29,0.5864,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,22,0.4311,1
Unnamed Parking,-1.259848,36.8644681,2026-08-02 11:00:00,11,6,1,0,50,100,1.19,28,0.5503,1
Travel House Parking,-1.2861727,36.8214386,2026-08-02 11:00:00,11,6,1,0,50,100,1.18,23,0.4676,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,22,0.4466,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,25,0.5014,1
Parking B,-1.2806414,36.8128716,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,21,0.4272,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,23,0.4657,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-02 11:00:00,11,6,1,0,50,100,1.0,21,0.4142,1
